CensusTract,State,Prog1,Prog2,Prog3,Prog4+more,FundingTotal,Projects,CEJST_Indicators,CoveredPrograms,Monitor
36005019400,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005014701,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005017901,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005018301,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005022102,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005023703,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005026702,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005033201,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005040303,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005021700,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005023702,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005040302,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005007600,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005009000,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005015900,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005005001,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005044902,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005025100,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005022404,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005039901,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005023704,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
36005015300,NY,Congestion Mitigation and Air Quality Improvement Program,Brownfields Projects,Local and Regional Project Assistance Grants (RAISE),Watershed and Flood Prevention Operations,79645.64697,"NYC Greenway Expansion; Brownfields Job Training: the HOPE Program; Bruckner Expwy-Hutchinson Pkwy Mobility Improvement Project; Cross Bronx Expressway Mobility Improvements, Active Traffic Demand Management; NYC Parks Community Gardens Irrigation System","N_HLTH, N-WKFC, TSDF_ET, TP_ET, N_WTR","Climate Change, Clean Transportation, Remediation & Reduction of Legacy Pollution, and Training & Workforce Development, Clean Water & Waste Infrastructure",
